"Index","X2330.TW.Close","TSM.Close"
"2021-07-05",591,NA
"2021-07-06",592,120.050003
"2021-07-07",594,118.25
"2021-07-08",588,117.870003
"2021-07-09",584,120.559998
"2021-07-12",593,122.629997
"2021-07-13",607,123.900002
"2021-07-14",613,124.389999
"2021-07-15",614,117.529999
"2021-07-16",589,115.739998
"2021-07-19",582,115.349998
"2021-07-20",581,116.400002
"2021-07-21",585,117.870003
"2021-07-22",591,116.559998
"2021-07-23",585,116.790001
"2021-07-26",580,115.650002
"2021-07-27",580,113.540001
"2021-07-28",579,115.07
"2021-07-29",583,116.150002
"2021-07-30",580,116.639999
"2021-08-02",590,116.860001
"2021-08-03",594,118.410004
"2021-08-04",596,118.739998
"2021-08-05",596,119.220001
"2021-08-06",591,118.209999
"2021-08-09",595,118.220001
"2021-08-10",591,116.360001
"2021-08-11",590,115.989998
"2021-08-12",586,115.699997
"2021-08-13",581,115.5
"2021-08-16",584,114.629997
"2021-08-17",584,111.110001
"2021-08-18",574,110.449997
"2021-08-19",559,110.519997
"2021-08-20",552,108.120003
"2021-08-23",566,110.959999
"2021-08-24",572,112.110001
"2021-08-25",585,117.029999
"2021-08-26",594,118.099998
"2021-08-27",599,118.489998
"2021-08-30",605,118.989998
"2021-08-31",614,119.010002
"2021-09-01",613,120.459999
"2021-09-02",607,120.790001
"2021-09-03",620,123.970001
"2021-09-06",631,NA
"2021-09-07",623,124.699997
"2021-09-08",619,121.889999
"2021-09-09",619,122.68
"2021-09-10",622,122.970001
"2021-09-13",615,123.620003
"2021-09-14",613,123.089996
"2021-09-15",607,121.5
"2021-09-16",600,120.790001
"2021-09-17",600,117.75
"2021-09-20",NA,114.699997
"2021-09-21",NA,114.959999
"2021-09-22",586,115.870003
"2021-09-23",588,116.190002
"2021-09-24",598,115.639999
"2021-09-27",602,116.150002
"2021-09-28",594,111.900002
"2021-09-29",580,111.620003
"2021-09-30",580,111.650002
"2021-10-01",574,111.559998
"2021-10-04",572,109.019997
"2021-10-05",572,109.260002
"2021-10-06",571,109.339996
"2021-10-07",580,110.830002
"2021-10-08",575,110.040001
"2021-10-11",NA,110.260002
"2021-10-12",575,109.199997
"2021-10-13",571,109.980003
"2021-10-14",573,112.559998
"2021-10-15",600,114.860001
"2021-10-18",590,115.339996
"2021-10-19",600,116.959999
"2021-10-20",598,115.589996
"2021-10-21",596,116.290001
"2021-10-22",600,114.230003
"2021-10-25",593,113.639999
"2021-10-26",599,114.18
"2021-10-27",599,113.75
"2021-10-28",595,116.010002
"2021-10-29",590,113.699997
"2021-11-01",590,114.120003
"2021-11-02",592,114.110001
"2021-11-03",592,114.010002
"2021-11-04",587,117.790001
"2021-11-05",600,117.800003
"2021-11-08",602,120.910004
"2021-11-09",611,121.779999
"2021-11-10",612,118.199997
"2021-11-11",606,118.190002
"2021-11-12",604,118.690002
"2021-11-15",608,118.120003
"2021-11-16",610,118.080002
"2021-11-17",610,119.059998
"2021-11-18",613,123.389999
"2021-11-19",618,124.260002
"2021-11-22",615,124.75
"2021-11-23",612,121.360001
"2021-11-24",603,120.709999
"2021-11-25",603,NA
"2021-11-26",596,117.089996
"2021-11-29",593,119.279999
"2021-11-30",596,117.150002
"2021-12-01",600,120.629997
"2021-12-02",615,121.699997
"2021-12-03",608,119.330002
"2021-12-06",600,119.139999
"2021-12-07",607,122.32
"2021-12-08",602,121.800003
"2021-12-09",608,119.5
"2021-12-10",605,119.129997
"2021-12-13",601,116.419998
"2021-12-14",599,116.290001
"2021-12-15",600,120.400002
"2021-12-16",605,116.57
"2021-12-17",607,116.32
"2021-12-20",598,114.940002
"2021-12-21",597,117.440002
"2021-12-22",600,121.300003
"2021-12-23",606,120.68
"2021-12-24",604,NA
"2021-12-27",606,122.699997
"2021-12-28",615,122.059998
"2021-12-29",616,121.410004
"2021-12-30",615,120.419998
"2021-12-31",NA,120.309998
