"Index","X2303.TW.Close","UMC.Close"
"2021-05-17",43.950001,8.17
"2021-05-18",48.299999,8.61
"2021-05-19",48.299999,8.71
"2021-05-20",46.5,8.5
"2021-05-21",46.950001,8.43
"2021-05-24",48.700001,8.73
"2021-05-25",51.900002,9.01
"2021-05-26",51.299999,9.1
"2021-05-27",50.599998,9.19
"2021-05-28",52.400002,9.41
"2021-05-31",53,NA
"2021-06-01",52.200001,9.39
"2021-06-02",52,9.47
"2021-06-03",55,9.63
"2021-06-04",53,9.79
"2021-06-07",52.299999,9.58
"2021-06-08",52.200001,9.33
"2021-06-09",50.700001,9.22
"2021-06-10",51.5,9.49
"2021-06-11",51.799999,9.46
"2021-06-14",NA,9.52
"2021-06-15",53.700001,9.56
"2021-06-16",52.400002,9.4
"2021-06-17",53.299999,9.64
"2021-06-18",52.200001,9.16
"2021-06-21",51.200001,9.27
"2021-06-22",51,9.15
"2021-06-23",53,9.28
"2021-06-24",53,9.54
"2021-06-25",52.900002,9.43
"2021-06-28",52.599998,9.5
"2021-06-29",53,9.58
"2021-06-30",53.099998,9.45
"2021-07-01",52.099998,9.27
"2021-07-02",52.599998,9.4
"2021-07-05",54.400002,NA
"2021-07-06",53.400002,9.42
"2021-07-07",53.599998,9.41
"2021-07-08",53.099998,9.32
"2021-07-09",52.200001,9.53
"2021-07-12",53.200001,9.64
"2021-07-13",53.900002,9.82
"2021-07-14",54,9.7
"2021-07-15",55.099998,9.47
"2021-07-16",53.700001,9.43
"2021-07-19",52.599998,9.27
"2021-07-20",52.400002,9.35
"2021-07-21",50.799999,9.16
"2021-07-22",52,9.43
"2021-07-23",52.700001,9.43
"2021-07-26",53.700001,9.49
"2021-07-27",53.099998,9.23
"2021-07-28",51.799999,9.47
"2021-07-29",54.599998,10.19
"2021-07-30",57.799999,10.53
"2021-08-02",57.5,10.29
"2021-08-03",59.400002,10.65
"2021-08-04",60.5,10.95
"2021-08-05",63.400002,11.55
"2021-08-06",62.099998,11.33
"2021-08-09",61.900002,11.2
"2021-08-10",59.799999,10.83
"2021-08-11",59.900002,10.84
"2021-08-12",60.099998,10.93
"2021-08-13",57.599998,10.42
"2021-08-16",57.099998,10.33
"2021-08-17",57.099998,10.04
"2021-08-18",58.099998,10.23
"2021-08-19",55.5,10.2
"2021-08-20",55.700001,10.37
"2021-08-23",58.599998,10.6
"2021-08-24",58.400002,10.68
"2021-08-25",60,11.26
"2021-08-26",61.200001,11.11
"2021-08-27",61.700001,11.29
"2021-08-30",62.799999,11.35
"2021-08-31",63.099998,11.37
"2021-09-01",64.099998,11.85
"2021-09-02",64,11.75
"2021-09-03",70,12.5
"2021-09-06",69.900002,NA
"2021-09-07",68.199997,12.25
"2021-09-08",65.800003,11.84
"2021-09-09",67.5,12.14
"2021-09-10",68.199997,12.22
"2021-09-13",66.800003,12.17
"2021-09-14",66,11.96
"2021-09-15",65.599998,11.97
"2021-09-16",66.199997,12.03
"2021-09-17",65.599998,11.73
"2021-09-20",NA,11.42
"2021-09-21",NA,11.38
"2021-09-22",64.599998,11.74
"2021-09-23",65.199997,11.87
"2021-09-24",67,11.99
"2021-09-27",66.300003,11.9
"2021-09-28",65.300003,11.53
"2021-09-29",63,11.32
"2021-09-30",64,11.43
"2021-10-01",62.599998,11.3
"2021-10-04",60.799999,10.69
"2021-10-05",61.099998,10.89
"2021-10-06",59.900002,10.53
"2021-10-07",62.5,10.96
"2021-10-08",61.099998,10.75
"2021-10-11",NA,10.61
"2021-10-12",58.5,10.34
"2021-10-13",56.400002,10.16
"2021-10-14",56.700001,10.24
"2021-10-15",59.099998,10.39
"2021-10-18",58.400002,10.38
"2021-10-19",59.599998,10.62
"2021-10-20",58.700001,10.42
"2021-10-21",58,10.37
"2021-10-22",58.299999,10.25
"2021-10-25",59.400002,10.48
"2021-10-26",59.799999,10.69
"2021-10-27",61.900002,10.86
"2021-10-28",59.799999,10.59
"2021-10-29",58,10.27
"2021-11-01",57.599998,10.35
"2021-11-02",59,10.64
"2021-11-03",59.200001,10.68
"2021-11-04",58.599998,10.76
"2021-11-05",60.400002,10.79
"2021-11-08",62.5,11.18
"2021-11-09",63.099998,11.23
"2021-11-10",63.099998,11.09
"2021-11-11",62.200001,11.4
"2021-11-12",62.599998,11.3
"2021-11-15",63.400002,11.38
"2021-11-16",63,11.32
"2021-11-17",63.599998,11.3
"2021-11-18",63.099998,11.48
"2021-11-19",65.099998,11.68
"2021-11-22",64.699997,11.59
"2021-11-23",63.200001,11.32
"2021-11-24",63.099998,11.41
"2021-11-25",63,NA
"2021-11-26",62.5,11.13
"2021-11-29",62.400002,11.43
"2021-11-30",63.700001,11.63
"2021-12-01",67,12.23
"2021-12-02",66.699997,12.15
"2021-12-03",68.300003,12.08
"2021-12-06",67.300003,12.04
"2021-12-07",66.5,12.54
"2021-12-08",66.5,11.69
"2021-12-09",64,11.33
"2021-12-10",63.5,11.33
"2021-12-13",62.799999,11.01
"2021-12-14",62.400002,11.08
"2021-12-15",62.700001,11.47
"2021-12-16",63,11.01
"2021-12-17",62.299999,11.07
"2021-12-20",62.200001,10.93
"2021-12-21",62.900002,11.42
"2021-12-22",63.700001,11.63
"2021-12-23",63.900002,11.58
"2021-12-24",64.300003,NA
"2021-12-27",64.300003,11.81
"2021-12-28",64.699997,11.69
"2021-12-29",65,11.7
"2021-12-30",65,11.64
"2021-12-31",NA,11.7
