"Index","X3711.TW.Close","ASX.Close"
"2021-05-04",111.5,7.95
"2021-05-05",106.5,7.76
"2021-05-06",107.5,7.83
"2021-05-07",113,8.19
"2021-05-10",110,7.74
"2021-05-11",103.5,7.43
"2021-05-12",97,6.87
"2021-05-13",100,7.27
"2021-05-14",105,7.67
"2021-05-17",103,7.44
"2021-05-18",106.5,7.65
"2021-05-19",105.5,7.66
"2021-05-20",106.5,7.72
"2021-05-21",105.5,7.52
"2021-05-24",106.5,7.75
"2021-05-25",108.5,7.77
"2021-05-26",107.5,7.77
"2021-05-27",109,7.95
"2021-05-28",110.5,8.02
"2021-05-31",111.5,NA
"2021-06-01",113,8.19
"2021-06-02",111,8.14
"2021-06-03",112,8.06
"2021-06-04",111,8.26
"2021-06-07",115.5,8.44
"2021-06-08",115.5,8.38
"2021-06-09",114,8.36
"2021-06-10",116.5,8.73
"2021-06-11",118.5,8.71
"2021-06-14",NA,8.78
"2021-06-15",118,8.6
"2021-06-16",115.5,8.44
"2021-06-17",118,8.61
"2021-06-18",116.5,8.22
"2021-06-21",113,8.25
"2021-06-22",113,8.18
"2021-06-23",116,8.31
"2021-06-24",115.5,8.37
"2021-06-25",117.5,8.4
"2021-06-28",112.5,8.25
"2021-06-29",113,8.24
"2021-06-30",112,8.05
"2021-07-01",111,8.05
"2021-07-02",112,8.17
"2021-07-05",114,NA
"2021-07-06",113,8.17
"2021-07-07",114.5,8.14
"2021-07-08",112,7.95
"2021-07-09",111,8.17
"2021-07-12",112.5,8.22
"2021-07-13",115.5,8.35
"2021-07-14",114.5,8.25
"2021-07-15",120,8.38
"2021-07-16",116.5,8.36
"2021-07-19",117.5,8.47
"2021-07-20",118,8.63
"2021-07-21",119.5,8.74
"2021-07-22",117.5,8.48
"2021-07-23",115,8.26
"2021-07-26",115,8.29
"2021-07-27",115,8.14
"2021-07-28",112.5,8.22
"2021-07-29",115,8.74
"2021-07-30",122.5,8.87
"2021-08-02",125.5,9.03
"2021-08-03",127,9.22
"2021-08-04",131,9.44
"2021-08-05",132,9.59
"2021-08-06",129,9.43
"2021-08-09",128,9.37
"2021-08-10",126.5,9.26
"2021-08-11",127,9.23
"2021-08-12",125.5,9.11
"2021-08-13",120,8.87
"2021-08-16",122,8.85
"2021-08-17",122,8.43
"2021-08-18",119,8.46
"2021-08-19",115.5,8.48
"2021-08-20",116,8.54
"2021-08-23",121,8.86
"2021-08-24",120,8.79
"2021-08-25",122.5,8.98
"2021-08-26",123.5,8.92
"2021-08-27",127,9.28
"2021-08-30",129,9.34
"2021-08-31",128.5,9.27
"2021-09-01",126.5,9.27
"2021-09-02",125.5,9.24
"2021-09-03",128.5,9.1
"2021-09-06",124.5,NA
"2021-09-07",121.5,8.84
"2021-09-08",119.5,8.64
"2021-09-09",122,8.92
"2021-09-10",128,9.14
"2021-09-13",124,9.16
"2021-09-14",124.5,9.05
"2021-09-15",124,9.09
"2021-09-16",121.5,8.89
"2021-09-17",118,8.53
"2021-09-20",NA,8.42
"2021-09-21",NA,8.38
"2021-09-22",116,8.57
"2021-09-23",116.5,8.59
"2021-09-24",117.5,8.54
"2021-09-27",115.5,8.38
"2021-09-28",112.5,7.96
"2021-09-29",106,7.73
"2021-09-30",109,7.85
"2021-10-01",108,7.89
"2021-10-04",103.5,7.3
"2021-10-05",100.5,7.33
"2021-10-06",100,7.23
"2021-10-07",101,7.14
"2021-10-08",96.199997,6.75
"2021-10-11",NA,6.75
"2021-10-12",93.5,6.66
"2021-10-13",92.400002,6.67
"2021-10-14",93.599998,6.81
"2021-10-15",96.199997,6.88
"2021-10-18",94.599998,6.82
"2021-10-19",98.400002,7.06
"2021-10-20",97.699997,6.98
"2021-10-21",95.900002,6.93
"2021-10-22",96,6.81
"2021-10-25",96.400002,6.94
"2021-10-26",98,7
"2021-10-27",97.199997,6.93
"2021-10-28",99.800003,7.23
"2021-10-29",99.800003,7.12
"2021-11-01",98.199997,7.1
"2021-11-02",98.800003,7.16
"2021-11-03",98.300003,7.19
"2021-11-04",98.099998,7.22
"2021-11-05",99.699997,7.25
"2021-11-08",105.5,7.7
"2021-11-09",105,7.57
"2021-11-10",104,7.36
"2021-11-11",102.5,7.54
"2021-11-12",104,7.61
"2021-11-15",105.5,7.6
"2021-11-16",105.5,7.65
"2021-11-17",106.5,7.61
"2021-11-18",106,7.7
"2021-11-19",106,7.66
"2021-11-22",106.5,7.62
"2021-11-23",105,7.56
"2021-11-24",103,7.51
"2021-11-25",104,NA
"2021-11-26",101.5,7.21
"2021-11-29",101,7.42
"2021-11-30",102,7.31
"2021-12-01",104,7.54
"2021-12-02",105,7.59
"2021-12-03",109,7.77
"2021-12-06",106,7.65
"2021-12-07",104,8.1
"2021-12-08",107,7.74
"2021-12-09",104.5,7.45
"2021-12-10",103,7.45
"2021-12-13",102.5,7.22
"2021-12-14",102,7.27
"2021-12-15",101.5,7.43
"2021-12-16",103.5,7.24
"2021-12-17",102,7.3
"2021-12-20",101.5,7.2
"2021-12-21",102,7.47
"2021-12-22",103,7.58
"2021-12-23",103.5,7.57
"2021-12-24",105,NA
"2021-12-27",105,7.82
"2021-12-28",105.5,7.81
"2021-12-29",106,7.81
"2021-12-30",106.5,7.76
"2021-12-31",NA,7.81
