"Index","X2409.TW.Close","AUOTY.Close"
"2021-05-27",22.5,8.25
"2021-05-28",23.5,8.59
"2021-05-31",25.85,NA
"2021-06-01",25.700001,9.43
"2021-06-02",24.950001,9.19
"2021-06-03",24.85,8.98
"2021-06-04",24.4,8.98
"2021-06-07",25.299999,9.19
"2021-06-08",24.85,8.96
"2021-06-09",23.85,8.49
"2021-06-10",22.75,8.22
"2021-06-11",23.049999,8.29
"2021-06-14",NA,8.25
"2021-06-15",22.200001,7.93
"2021-06-16",20.799999,7.55
"2021-06-17",22.85,8.32
"2021-06-18",22.5,8.01
"2021-06-21",23.1,8.26
"2021-06-22",23.5,8.34
"2021-06-23",24.200001,8.58
"2021-06-24",23.65,8.4
"2021-06-25",23.049999,8.21
"2021-06-28",23.5,8.51
"2021-06-29",22.450001,8.24
"2021-06-30",22.65,8.09
"2021-07-01",22.25,7.93
"2021-07-02",22.6,8.04
"2021-07-05",22.5,NA
"2021-07-06",22,7.8
"2021-07-07",21.75,7.81
"2021-07-08",22.25,7.83
"2021-07-09",22.25,8.13
"2021-07-12",22.1,7.97
"2021-07-13",21.950001,7.85
"2021-07-14",20.85,7.51
"2021-07-15",21.6,7.61
"2021-07-16",21.35,7.56
"2021-07-19",20.9,7.39
"2021-07-20",20.1,7.24
"2021-07-21",19.15,6.88
"2021-07-22",19.700001,6.97
"2021-07-23",20.700001,7.39
"2021-07-26",21.15,7.51
"2021-07-27",20.5,7.21
"2021-07-28",21.25,7.72
"2021-07-29",21.049999,7.53
"2021-07-30",20.65,7.38
"2021-08-02",21.299999,7.49
"2021-08-03",21.35,7.57
"2021-08-04",23.4,8.35
"2021-08-05",22.299999,8.05
"2021-08-06",21.6,7.71
"2021-08-09",21.6,7.71
"2021-08-10",21.15,7.52
"2021-08-11",20.85,7.42
"2021-08-12",20.75,7.38
"2021-08-13",20.4,7.26
"2021-08-16",19.9,7.02
"2021-08-17",19.9,6.87
"2021-08-18",20.700001,7.15
"2021-08-19",19.75,7
"2021-08-20",19.049999,6.77
"2021-08-23",19.049999,6.75
"2021-08-24",17.799999,6.31
"2021-08-25",18,6.35
"2021-08-26",17.9,6.3
"2021-08-27",18.1,6.53
"2021-08-30",18,6.41
"2021-08-31",17.6,6.25
"2021-09-01",17.799999,6.34
"2021-09-02",17.25,6.17
"2021-09-03",17.25,6.16
"2021-09-06",16.950001,NA
"2021-09-07",17.6,6.27
"2021-09-08",17.5,6.25
"2021-09-09",17.700001,6.35
"2021-09-10",17.9,6.45
"2021-09-13",17.950001,6.44
"2021-09-14",17.65,6.29
"2021-09-15",17.799999,6.38
"2021-09-16",17.6,6.26
"2021-09-17",17.450001,6.17
"2021-09-20",NA,6.03
"2021-09-21",NA,6.09
"2021-09-22",16.950001,6.09
"2021-09-23",16.85,6.07
"2021-09-24",17.5,6.23
"2021-09-27",18.15,6.48
"2021-09-28",17.950001,6.3
"2021-09-29",18.1,6.42
"2021-09-30",17.65,6.29
"2021-10-01",17.25,6.28
"2021-10-04",16.799999,6.01
"2021-10-05",17.85,6.45
"2021-10-06",17.5,6.27
"2021-10-07",17.4,6.26
"2021-10-08",17.1,6.17
"2021-10-11",NA,6.17
"2021-10-12",17.049999,6.09
"2021-10-13",16.799999,6.07
"2021-10-14",17.049999,6.19
"2021-10-15",17.35,6.27
"2021-10-18",17.25,6.25
"2021-10-19",17.6,6.44
"2021-10-20",17,6.21
"2021-10-21",17.200001,6.28
"2021-10-22",16.85,6.11
"2021-10-25",17.15,6.2
"2021-10-26",17.25,6.2
"2021-10-27",17.6,6.25
"2021-10-28",19.15,6.82
"2021-10-29",19.200001,6.83
"2021-11-01",19.200001,6.86
"2021-11-02",19,6.81
"2021-11-03",19.950001,7.2
"2021-11-04",19.6,7.1
"2021-11-05",20.700001,7.54
"2021-11-08",21.1,7.95
"2021-11-09",20.549999,7.57
"2021-11-10",20,7.23
"2021-11-11",19.9,7.25
"2021-11-12",20.299999,7.44
"2021-11-15",20.299999,7.29
"2021-11-16",19.6,7.18
"2021-11-17",20.1,7.32
"2021-11-18",21.5,7.78
"2021-11-19",21.85,7.91
"2021-11-22",21.85,7.87
"2021-11-23",21.049999,7.63
"2021-11-24",21.15,7.67
"2021-11-25",21.049999,NA
"2021-11-26",20.549999,7.3
"2021-11-29",20.65,7.52
"2021-11-30",20.1,7.29
"2021-12-01",20.5,7.48
"2021-12-02",20.5,7.51
"2021-12-03",20.85,7.55
"2021-12-06",21.1,7.63
"2021-12-07",21.9,7.95
"2021-12-08",21.9,7.85
"2021-12-09",22.200001,7.96
"2021-12-10",22.200001,7.9
"2021-12-13",22,7.77
"2021-12-14",21.549999,7.66
"2021-12-15",22.9,8.12
"2021-12-16",23.15,8.12
"2021-12-17",23.1,8.19
"2021-12-20",22.85,8.14
"2021-12-21",22.35,8.15
"2021-12-22",22.25,7.99
"2021-12-23",22.200001,8.02
"2021-12-24",22.450001,NA
"2021-12-27",22.700001,8.18
"2021-12-28",22.65,8.12
"2021-12-29",22.75,8.15
"2021-12-30",22.9,8.21
"2021-12-31",NA,8.21
